Booking_ID,Day,Flight_Number,Departure_Time,Aircraft_Model,Passenger_Name,Seat_Class,Seat_Number
1091,월,KE2001,8:05,A330-300,윤하윤,Economy,50D
1092,월,KE2001,8:05,A330-300,황지유,Economy,38C
1093,월,KE2001,8:05,A330-300,황서윤,Economy,34K
1094,월,KE2001,8:05,A330-300,윤지훈,Economy,29J
1095,월,KE2001,8:05,A330-300,임예준,Economy,24D
1096,월,KE2001,8:05,A330-300,장준우,Economy,43D
1097,월,KE2001,8:05,A330-300,윤유준,Economy,54K
1098,월,KE2001,8:05,A330-300,김지유,Economy,20J
1099,월,KE2001,8:05,A330-300,이민준,Economy,26K
1100,월,KE2001,8:05,A330-300,황민준,Economy,53D
1101,월,KE2001,8:05,A330-300,김서윤,Economy,23C
1102,월,KE2001,8:05,A330-300,최윤우,Economy,49J
1103,월,KE2001,8:05,A330-300,오하윤,Economy,26E
1104,월,KE2001,8:05,A330-300,최하윤,Economy,37A
1105,월,KE2001,8:05,A330-300,윤도윤,Economy,53E
1106,월,KE2001,8:05,A330-300,김유준,Economy,25A
1107,월,KE2001,8:05,A330-300,한하윤,Economy,23D
1108,월,KE2001,8:05,A330-300,한지우,Economy,30J
1109,월,KE2001,8:05,A330-300,한지우,Economy,33J
1110,월,KE2001,8:05,A330-300,김수아,Economy,33H
1111,월,KE2001,8:05,A330-300,윤서연,Economy,50E
1112,월,KE2001,8:05,A330-300,황채원,Economy,25D
1113,월,KE2001,8:05,A330-300,정지훈,Economy,37H
1114,월,KE2001,8:05,A330-300,최수아,Economy,24A
1115,월,KE2001,8:05,A330-300,안서연,Economy,40J
1116,월,KE2001,8:05,A330-300,이민서,Economy,22A
1117,월,KE2001,8:05,A330-300,서지유,Economy,22D
1118,월,KE2001,8:05,A330-300,박채원,Economy,51K
1119,월,KE2001,8:05,A330-300,안서윤,Economy,37E
1120,월,KE2001,8:05,A330-300,신채원,Economy,21J
1121,월,KE2001,8:05,A330-300,장서연,Economy,48A
1122,월,KE2001,8:05,A330-300,한예준,Economy,41J
1123,월,KE2001,8:05,A330-300,안하윤,Economy,47B
1124,월,KE2001,8:05,A330-300,조윤우,Economy,51C
1125,월,KE2001,8:05,A330-300,황예준,Economy,40C
1126,월,KE2001,8:05,A330-300,임윤우,Economy,31H
1127,월,KE2001,8:05,A330-300,강준우,Economy,35H
1128,월,KE2001,8:05,A330-300,박수아,Economy,35C
1129,월,KE2001,8:05,A330-300,신하윤,Economy,52K
1130,월,KE2001,8:05,A330-300,김서연,Economy,49K
1131,월,KE2001,8:05,A330-300,신지우,Economy,50K
1132,월,KE2001,8:05,A330-300,윤민서,Economy,28C
1133,월,KE2001,8:05,A330-300,강서연,Economy,52C
1134,월,KE2001,8:05,A330-300,이윤우,Economy,39B
1135,월,KE2001,8:05,A330-300,임윤우,Economy,42H
1136,월,KE2001,8:05,A330-300,정현우,Economy,50A
1137,월,KE2001,8:05,A330-300,서윤우,Economy,39H
1138,월,KE2001,8:05,A330-300,오유준,Economy,45H
1139,월,KE2001,8:05,A330-300,안지훈,Economy,49A
1140,월,KE2001,8:05,A330-300,권민서,Economy,39C
1141,월,KE2001,8:05,A330-300,권지우,Economy,32B
1142,월,KE2001,8:05,A330-300,윤준우,Economy,20A
1143,월,KE2001,8:05,A330-300,장현우,Economy,25E
1144,월,KE2001,8:05,A330-300,강하윤,Economy,52B
1145,월,KE2001,8:05,A330-300,임현우,Economy,38J
1146,월,KE2001,8:05,A330-300,정하윤,Economy,31B
1147,월,KE2001,8:05,A330-300,서채원,Economy,36C
1148,월,KE2001,8:05,A330-300,정수아,Economy,39K
1149,월,KE2001,8:05,A330-300,최민서,Economy,33E
1150,월,KE2001,8:05,A330-300,강예준,Economy,29K
1151,월,KE2001,8:05,A330-300,김민서,Economy,21H
1152,월,KE2001,8:05,A330-300,서윤우,Economy,31K
1153,월,KE2001,8:05,A330-300,정지훈,Economy,42B
1154,월,KE2001,8:05,A330-300,김지훈,Economy,51B
1155,월,KE2001,8:05,A330-300,한지우,Economy,24C
1156,월,KE2001,8:05,A330-300,임준우,Economy,35A
1157,월,KE2001,8:05,A330-300,임예준,Economy,52J
1158,월,KE2001,8:05,A330-300,박준우,Economy,50H
1159,월,KE2001,8:05,A330-300,권민서,Economy,30E
1160,월,KE2001,8:05,A330-300,정유준,Economy,35D
1161,월,KE2001,8:05,A330-300,김유준,Economy,26J
1162,월,KE2001,8:05,A330-300,권현우,Economy,39A
1163,월,KE2001,8:05,A330-300,조민서,Economy,41K
1164,월,KE2001,8:05,A330-300,정수아,Economy,54D
1165,월,KE2001,8:05,A330-300,조준우,Economy,50B
1166,월,KE2001,8:05,A330-300,강서윤,Economy,26C
1167,월,KE2001,8:05,A330-300,신현우,Economy,48J
1168,월,KE2001,8:05,A330-300,조도윤,Economy,37B
1169,월,KE2001,8:05,A330-300,신하윤,Economy,30K
1170,월,KE2001,8:05,A330-300,장도윤,Economy,47D
1171,월,KE2001,8:05,A330-300,임지우,Economy,38H
1172,월,KE2001,8:05,A330-300,김현우,Economy,44B
1173,월,KE2001,8:05,A330-300,신민서,Economy,24K
1174,월,KE2001,8:05,A330-300,강준우,Economy,42E
1175,월,KE2001,8:05,A330-300,장현우,Economy,43H
1176,월,KE2001,8:05,A330-300,권수아,Economy,49H
1177,월,KE2001,8:05,A330-300,최현우,Economy,35J
1178,월,KE2001,8:05,A330-300,조도윤,Economy,39J
1179,월,KE2001,8:05,A330-300,이민서,Economy,30H
1180,월,KE2001,8:05,A330-300,오유준,Economy,40A
1181,월,KE2001,8:05,A330-300,최지우,Economy,39D
1182,월,KE2001,8:05,A330-300,오민서,Economy,27K
1183,월,KE2001,8:05,A330-300,최유준,Economy,30B
1184,월,KE2001,8:05,A330-300,권민준,Economy,48K
1185,월,KE2001,8:05,A330-300,권도윤,Economy,32C
1186,월,KE2001,8:05,A330-300,한도윤,Economy,30A
1187,월,KE2001,8:05,A330-300,서서연,Economy,23A
1188,월,KE2001,8:05,A330-300,박민준,Economy,50J
1189,월,KE2001,8:05,A330-300,강수아,Economy,44E
1190,월,KE2001,8:05,A330-300,한예준,Economy,34C
1191,월,KE2001,8:05,A330-300,서도윤,Economy,51J
1192,월,KE2001,8:05,A330-300,안윤우,Economy,53H
1193,월,KE2001,8:05,A330-300,정채원,Economy,32A
1194,월,KE2001,8:05,A330-300,박유준,Economy,47C
1195,월,KE2001,8:05,A330-300,정준우,Economy,24E
1196,월,KE2001,8:05,A330-300,신예준,Economy,43C
1197,월,KE2001,8:05,A330-300,오민서,Economy,22K
1198,월,KE2001,8:05,A330-300,신서윤,Economy,40K
1199,월,KE2001,8:05,A330-300,오현우,Economy,48C
1200,월,KE2001,8:05,A330-300,황지유,Economy,46J
1201,월,KE2001,8:05,A330-300,황유준,Economy,22H
1202,월,KE2001,8:05,A330-300,강준우,Economy,28E
1203,월,KE2001,8:05,A330-300,장수아,Economy,53A
1204,월,KE2001,8:05,A330-300,장지유,Economy,40D
1205,월,KE2001,8:05,A330-300,김지우,Economy,44J
1206,월,KE2001,8:05,A330-300,안현우,Economy,43J
1207,월,KE2001,8:05,A330-300,안예준,Economy,23H
1208,월,KE2001,8:05,A330-300,이예준,Economy,39E
1209,월,KE2001,8:05,A330-300,박하윤,Economy,31A
1210,월,KE2001,8:05,A330-300,강채원,Economy,22B
1211,월,KE2001,8:05,A330-300,정윤우,Economy,41C
1212,월,KE2001,8:05,A330-300,서민서,Economy,21B
1213,월,KE2001,8:05,A330-300,권채원,Economy,20B
1214,월,KE2001,8:05,A330-300,한윤우,Economy,33K
1215,월,KE2001,8:05,A330-300,조유준,Economy,25J
1216,월,KE2001,8:05,A330-300,장서윤,Economy,43A
1217,월,KE2001,8:05,A330-300,이서연,Economy,26B
1218,월,KE2001,8:05,A330-300,권민준,Economy,47E
1219,월,KE2001,8:05,A330-300,황지우,Economy,41H
1220,월,KE2001,8:05,A330-300,장수아,Economy,41D
1221,월,KE2001,8:05,A330-300,박민준,Economy,49E
1222,월,KE2001,8:05,A330-300,신민서,Economy,20D
1223,월,KE2001,8:05,A330-300,이민서,Economy,53C
1224,월,KE2001,8:05,A330-300,안하윤,Economy,22E
1225,월,KE2001,8:05,A330-300,박민준,Economy,24B
1226,월,KE2001,8:05,A330-300,이준우,Economy,35E
1227,월,KE2001,8:05,A330-300,조민서,Economy,48B
1228,월,KE2001,8:05,A330-300,박예준,Economy,32J
1229,월,KE2001,8:05,A330-300,서도윤,Economy,36B
1230,월,KE2001,8:05,A330-300,최현우,Economy,24J
1231,월,KE2001,8:05,A330-300,권하윤,Economy,34E
1232,월,KE2001,8:05,A330-300,한서연,Economy,46H
1233,월,KE2001,8:05,A330-300,임채원,Economy,50C
1234,월,KE2001,8:05,A330-300,윤도윤,Economy,27C
1235,월,KE2001,8:05,A330-300,윤지유,Economy,44K
1236,월,KE2001,8:05,A330-300,김준우,Economy,42K
1237,월,KE2001,8:05,A330-300,박수아,Economy,34H
1238,월,KE2001,8:05,A330-300,안준우,Economy,38B
1239,월,KE2001,8:05,A330-300,윤서연,Economy,30C
1240,월,KE2001,8:05,A330-300,신윤우,Economy,33B
1241,월,KE2001,8:05,A330-300,장지훈,Economy,28H
1242,월,KE2001,8:05,A330-300,권윤우,Economy,28K
1243,월,KE2001,8:05,A330-300,이준우,Economy,51E
1244,월,KE2001,8:05,A330-300,한지우,Economy,36H
1245,월,KE2001,8:05,A330-300,정채원,Economy,21C
1246,월,KE2001,8:05,A330-300,이예준,Economy,33A
1247,월,KE2001,8:05,A330-300,이채원,Economy,44D
1248,월,KE2001,8:05,A330-300,임채원,Economy,47K
1249,월,KE2001,8:05,A330-300,조예준,Economy,54C
1250,월,KE2001,8:05,A330-300,임준우,Economy,44A
1251,월,KE2001,8:05,A330-300,박윤우,Economy,23K
1252,월,KE2001,8:05,A330-300,신준우,Economy,43B
1253,월,KE2005,13:25,A321-neo,서지우,Prestige,10C
1254,월,KE2005,13:25,A321-neo,강민서,Prestige,12H
1255,월,KE2005,13:25,A321-neo,오지유,Prestige,14D
1256,월,KE2005,13:25,A321-neo,황지훈,Prestige,11D
1257,월,KE2005,13:25,A321-neo,권준우,Prestige,7K
1258,월,KE2005,13:25,A321-neo,신채원,Prestige,10J
1259,월,KE2005,13:25,A321-neo,김도윤,Prestige,7E
1260,월,KE2005,13:25,A321-neo,조하윤,Prestige,10D
1261,월,KE2005,13:25,A321-neo,황민준,Prestige,9B
1262,월,KE2005,13:25,A321-neo,임수아,Prestige,8H
1263,월,KE2005,13:25,A321-neo,오민준,Prestige,10H
1264,월,KE2005,13:25,A321-neo,임지훈,Prestige,9H
1265,월,KE2005,13:25,A321-neo,황예준,Prestige,13B
1266,월,KE2005,13:25,A321-neo,오예준,Prestige,12D
1267,월,KE2005,13:25,A321-neo,안민준,Prestige,13E
1268,월,KE2005,13:25,A321-neo,박현우,Prestige,14H
1269,월,KE2005,13:25,A321-neo,황민준,Prestige,11K
1270,월,KE2005,13:25,A321-neo,안하윤,Prestige,11C
1271,월,KE2005,13:25,A321-neo,박민준,Prestige,7A
1272,월,KE2005,13:25,A321-neo,조채원,Prestige,10B
1273,월,KE2005,13:25,A321-neo,김윤우,Prestige,10A
1274,월,KE2005,13:25,A321-neo,임지우,Prestige,12B
1275,월,KE2005,13:25,A321-neo,박서윤,Prestige,10K
1276,월,KE2005,13:25,A321-neo,신민서,Prestige,11A
1277,월,KE2005,13:25,A321-neo,한지우,Prestige,14C
1278,월,KE2005,13:25,A321-neo,장채원,Prestige,9J
1279,월,KE2005,13:25,A321-neo,강수아,Prestige,8C
1280,월,KE2005,13:25,A321-neo,조도윤,Prestige,8A
1281,월,KE2005,13:25,A321-neo,최윤우,Prestige,9A
1282,월,KE2005,13:25,A321-neo,이지우,Economy,53H
1283,월,KE2005,13:25,A321-neo,임서연,Economy,35E
1284,월,KE2005,13:25,A321-neo,한하윤,Economy,42K
1285,월,KE2005,13:25,A321-neo,오하윤,Economy,51E
1286,월,KE2005,13:25,A321-neo,윤민준,Economy,52B
1287,월,KE2005,13:25,A321-neo,조현우,Economy,48A
1288,월,KE2005,13:25,A321-neo,최유준,Economy,20K
1289,월,KE2005,13:25,A321-neo,임하윤,Economy,38E
1290,월,KE2005,13:25,A321-neo,권채원,Economy,44D
1291,월,KE2005,13:25,A321-neo,장도윤,Economy,49K
1292,월,KE2005,13:25,A321-neo,김민준,Economy,35K
1293,월,KE2005,13:25,A321-neo,오현우,Economy,31C
1294,월,KE2005,13:25,A321-neo,오채원,Economy,54K
1295,월,KE2005,13:25,A321-neo,한윤우,Economy,24E
1296,월,KE2005,13:25,A321-neo,강민서,Economy,29E
1297,월,KE2005,13:25,A321-neo,김윤우,Economy,40B
1298,월,KE2005,13:25,A321-neo,황현우,Economy,54D
1299,월,KE2005,13:25,A321-neo,장하윤,Economy,39D
1300,월,KE2005,13:25,A321-neo,박민서,Economy,47J
1301,월,KE2005,13:25,A321-neo,오하윤,Economy,30B
1302,월,KE2005,13:25,A321-neo,박지훈,Economy,23E
1303,월,KE2005,13:25,A321-neo,황민준,Economy,41H
1304,월,KE2005,13:25,A321-neo,안채원,Economy,22E
1305,월,KE2005,13:25,A321-neo,조하윤,Economy,43J
1306,월,KE2005,13:25,A321-neo,황하윤,Economy,28C
1307,월,KE2005,13:25,A321-neo,서서윤,Economy,33H
1308,월,KE2005,13:25,A321-neo,박하윤,Economy,39A
1309,월,KE2005,13:25,A321-neo,오현우,Economy,27C
1310,월,KE2005,13:25,A321-neo,박서연,Economy,42C
1311,월,KE2005,13:25,A321-neo,강서연,Economy,20J
1312,월,KE2005,13:25,A321-neo,황유준,Economy,49B
1313,월,KE2005,13:25,A321-neo,최도윤,Economy,32J
1314,월,KE2005,13:25,A321-neo,임민서,Economy,37H
1315,월,KE2005,13:25,A321-neo,안하윤,Economy,34J
1316,월,KE2005,13:25,A321-neo,안윤우,Economy,45E
1317,월,KE2005,13:25,A321-neo,박서연,Economy,53K
1318,월,KE2005,13:25,A321-neo,정지유,Economy,36C
1319,월,KE2005,13:25,A321-neo,최지유,Economy,45J
1320,월,KE2005,13:25,A321-neo,안지유,Economy,36D
1321,월,KE2005,13:25,A321-neo,강준우,Economy,34K
1322,월,KE2005,13:25,A321-neo,박지유,Economy,28A
1323,월,KE2005,13:25,A321-neo,윤채원,Economy,36A
1324,월,KE2005,13:25,A321-neo,장채원,Economy,33K
1325,월,KE2005,13:25,A321-neo,정민준,Economy,54E
1326,월,KE2005,13:25,A321-neo,장지훈,Economy,26E
1327,월,KE2005,13:25,A321-neo,김민준,Economy,51A
1328,월,KE2005,13:25,A321-neo,권지훈,Economy,44H
1329,월,KE2005,13:25,A321-neo,한지우,Economy,34H
1330,월,KE2005,13:25,A321-neo,황민서,Economy,41A
1331,월,KE2005,13:25,A321-neo,박민서,Economy,53J
1332,월,KE2005,13:25,A321-neo,이현우,Economy,36E
1333,월,KE2005,13:25,A321-neo,김현우,Economy,46B
1334,월,KE2005,13:25,A321-neo,박유준,Economy,46A
1335,월,KE2005,13:25,A321-neo,권서연,Economy,26H
1336,월,KE2005,13:25,A321-neo,임준우,Economy,36B
1337,월,KE2005,13:25,A321-neo,윤지우,Economy,29H
1338,월,KE2005,13:25,A321-neo,강지훈,Economy,50B
1339,월,KE2005,13:25,A321-neo,박민서,Economy,27K
1340,월,KE2005,13:25,A321-neo,이지유,Economy,20D
1341,월,KE2005,13:25,A321-neo,한민준,Economy,30K
1342,월,KE2005,13:25,A321-neo,최수아,Economy,46C
1343,월,KE2005,13:25,A321-neo,임준우,Economy,23D
1344,월,KE2005,13:25,A321-neo,안지훈,Economy,26C
1345,월,KE2005,13:25,A321-neo,한채원,Economy,51B
1346,월,KE2005,13:25,A321-neo,정지훈,Economy,33J
1347,월,KE2005,13:25,A321-neo,안도윤,Economy,21E
1348,월,KE2005,13:25,A321-neo,김수아,Economy,20B
1349,월,KE2005,13:25,A321-neo,권하윤,Economy,48K
1350,월,KE2005,13:25,A321-neo,장지유,Economy,31K
1351,월,KE2005,13:25,A321-neo,강유준,Economy,54B
1352,월,KE2005,13:25,A321-neo,정채원,Economy,44J
1353,월,KE2005,13:25,A321-neo,이윤우,Economy,48B
1354,월,KE2005,13:25,A321-neo,조현우,Economy,41C
1355,월,KE2005,13:25,A321-neo,황하윤,Economy,45B
1356,월,KE2005,13:25,A321-neo,김수아,Economy,38C
1357,월,KE2005,13:25,A321-neo,박준우,Economy,20C
1358,월,KE2005,13:25,A321-neo,오지유,Economy,33A
1359,월,KE2005,13:25,A321-neo,윤서연,Economy,22C
1360,월,KE2005,13:25,A321-neo,장민준,Economy,27D
1361,월,KE2005,13:25,A321-neo,서수아,Economy,47C
1362,월,KE2005,13:25,A321-neo,이도윤,Economy,23J
1363,월,KE2005,13:25,A321-neo,박민서,Economy,50H
1364,월,KE2005,13:25,A321-neo,박지훈,Economy,24C
1365,월,KE2005,13:25,A321-neo,임지우,Economy,25B
1366,월,KE2005,13:25,A321-neo,정민준,Economy,42J
1367,월,KE2005,13:25,A321-neo,권지우,Economy,25H
1368,월,KE2005,13:25,A321-neo,임준우,Economy,45A
1369,월,KE2005,13:25,A321-neo,이서연,Economy,37D
1370,월,KE2005,13:25,A321-neo,장민서,Economy,39K
1371,월,KE2005,13:25,A321-neo,윤지우,Economy,42H
1372,월,KE2005,13:25,A321-neo,신도윤,Economy,31J
1373,월,KE2005,13:25,A321-neo,윤도윤,Economy,35B
1374,월,KE2005,13:25,A321-neo,장지훈,Economy,49H
1375,월,KE2005,13:25,A321-neo,서현우,Economy,21K
1376,월,KE2005,13:25,A321-neo,최민준,Economy,50K
1377,월,KE2005,13:25,A321-neo,최민서,Economy,22D
1378,월,KE2005,13:25,A321-neo,한유준,Economy,35J
1379,월,KE2005,13:25,A321-neo,조민서,Economy,32D
1380,월,KE2005,13:25,A321-neo,신도윤,Economy,24K
1381,월,KE2005,13:25,A321-neo,황준우,Economy,34E
1382,월,KE2005,13:25,A321-neo,윤하윤,Economy,52D
1383,월,KE2005,13:25,A321-neo,이예준,Economy,26B
1384,월,KE2005,13:25,A321-neo,김민준,Economy,23K
1385,월,KE2005,13:25,A321-neo,김예준,Economy,47B
1386,월,KE2005,13:25,A321-neo,임채원,Economy,52K
1387,월,KE2005,13:25,A321-neo,강지우,Economy,53B
1388,월,KE2005,13:25,A321-neo,강지훈,Economy,40D
1389,월,KE2005,13:25,A321-neo,안현우,Economy,39B
1390,월,KE2005,13:25,A321-neo,이수아,Economy,40J
1391,월,KE2005,13:25,A321-neo,정채원,Economy,30A
1392,월,KE2005,13:25,A321-neo,서현우,Economy,30H
1393,월,KE2005,13:25,A321-neo,오지우,Economy,22K
1394,월,KE2005,13:25,A321-neo,안서연,Economy,27E
1395,월,KE2005,13:25,A321-neo,서서윤,Economy,45D
1396,월,KE2005,13:25,A321-neo,김수아,Economy,39J
1397,월,KE2005,13:25,A321-neo,안수아,Economy,53C
1398,월,KE2005,13:25,A321-neo,신윤우,Economy,43B
1399,월,KE2005,13:25,A321-neo,이서윤,Economy,37E
1400,월,KE2005,13:25,A321-neo,김하윤,Economy,44C
1401,월,KE2005,13:25,A321-neo,김민준,Economy,39E
1402,월,KE2005,13:25,A321-neo,임예준,Economy,24H
1403,월,KE2005,13:25,A321-neo,김도윤,Economy,41B
1404,월,KE2005,13:25,A321-neo,권채원,Economy,30C
1405,월,KE2005,13:25,A321-neo,황준우,Economy,46J
1406,월,KE2005,13:25,A321-neo,안수아,Economy,46D
1407,월,KE2005,13:25,A321-neo,권지유,Economy,26A
1408,월,KE2005,13:25,A321-neo,한지훈,Economy,35C
1409,월,KE2005,13:25,A321-neo,임서연,Economy,39C
1410,월,KE2005,13:25,A321-neo,윤윤우,Economy,23H
1411,월,KE2005,13:25,A321-neo,한서연,Economy,30J
1412,월,KE2005,13:25,A321-neo,서민준,Economy,22B
1413,월,KE2005,13:25,A321-neo,최서윤,Economy,54A
1414,월,KE2005,13:25,A321-neo,최서윤,Economy,25D
1415,월,KE2005,13:25,A321-neo,최지우,Economy,49J
1416,월,KE2005,13:25,A321-neo,안서연,Economy,32H
1417,월,KE2005,13:25,A321-neo,강지유,Economy,27H
1418,월,KE2005,13:25,A321-neo,조하윤,Economy,29J
1419,월,KE2005,13:25,A321-neo,최수아,Economy,23C
1420,월,KE2005,13:25,A321-neo,박지우,Economy,28J
1421,월,KE2005,13:25,A321-neo,장준우,Economy,50C
1422,월,KE2005,13:25,A321-neo,임현우,Economy,24B
1423,월,KE2005,13:25,A321-neo,신하윤,Economy,39H
1424,월,KE2005,13:25,A321-neo,박윤우,Economy,20A
1425,월,KE2005,13:25,A321-neo,최지유,Economy,47H
1426,월,KE2005,13:25,A321-neo,장예준,Economy,33D
1427,월,KE2005,13:25,A321-neo,최예준,Economy,38D
1428,월,KE2005,13:25,A321-neo,조민준,Economy,25A
1429,월,KE2005,13:25,A321-neo,황민서,Economy,52A
1430,월,KE2005,13:25,A321-neo,안민준,Economy,33C
1431,월,KE2005,13:25,A321-neo,조도윤,Economy,26J
1432,월,KE2005,13:25,A321-neo,권윤우,Economy,23B
1433,월,KE2005,13:25,A321-neo,최서연,Economy,22A
1434,월,KE2005,13:25,A321-neo,이현우,Economy,38H
1435,월,KE2005,13:25,A321-neo,한민서,Economy,22J
1436,월,KE2005,13:25,A321-neo,신지유,Economy,35H
1437,월,KE2005,13:25,A321-neo,한지우,Economy,37C
1438,월,KE2005,13:25,A321-neo,오민서,Economy,51D
1439,월,KE2005,13:25,A321-neo,박민서,Economy,46K
1440,월,KE2005,13:25,A321-neo,장예준,Economy,47E
1441,월,KE2005,13:25,A321-neo,권수아,Economy,42A
1442,월,KE2005,13:25,A321-neo,박서윤,Economy,40C
1443,월,KE2005,13:25,A321-neo,임지훈,Economy,25C
1444,월,KE2005,13:25,A321-neo,권수아,Economy,42B
1445,월,KE2005,13:25,A321-neo,황서연,Economy,42E
1446,월,KE2005,13:25,A321-neo,윤지우,Economy,24D
1447,월,KE2005,13:25,A321-neo,장하윤,Economy,47A
1448,월,KE2005,13:25,A321-neo,최현우,Economy,37A
1449,월,KE2005,13:25,A321-neo,정채원,Economy,51J
1450,월,KE2005,13:25,A321-neo,강서윤,Economy,54H
1451,월,KE2005,13:25,A321-neo,한지유,Economy,31D
1452,월,KE2005,13:25,A321-neo,정하윤,Economy,20E
1453,월,KE2005,13:25,A321-neo,이민서,Economy,28K
1454,월,KE2005,13:25,A321-neo,권예준,Economy,36J
1455,월,KE2005,13:25,A321-neo,오예준,Economy,29A
